"","date","time","windSetW","windEstW","ElbasDKW","PriceDKW","bal.price.up","bal.price.down","bal.to.up","bal.to.down","sys.imbalance.pos","sys.imbalance.neg","cons.prog.DK1","cons.prog.DK2","cons.DK1","cons.DK2","cons.DK","DK.West.and.Germany.mwh_h","DK.East.and.Germany.mwh_h","diff","cons.diff.dkw","cons.diff.dk","pos.sys.imb.dummy","neg.sys.imb.dummy","DKWElbON","reg.up.dummy","reg.down.dummy","WindPos","error_plus","error_neg","error_plus_sq","error_neg_sq","cons.pos.w","cons.error.plus.w","cons.error.neg.w","cons.pos","cons.error.plus","cons.error.neg","sys.imbalance"
"281",2010-10-13,"1",1,0.78,NA,47.83,47.83,47.83,NA,NA,107,NA,18.06,12.37,18.96,"1222",31.18,"550.0","550.0",0.22,0.900000000000002,0.75,1,0,0,0,0,1,0.22,0,0.0484,0,1,0.900000000000002,0,1,0.75,0,107
"6770",2010-10-13,"10",0.51,0.27,83.67,70.1,70.1,70.1,NA,NA,92.3,NA,30.03,19.55,30.87,"1904",49.91,"-645.0","-39.0",0.24,0.84,0.329999999999998,1,0,1,0,0,1,0.24,0,0.0576,0,1,0.84,0,1,0.329999999999998,0,92.3
"7491",2010-10-13,"11",0.54,0.27,87.54,70.1,70.1,70.1,NA,NA,NA,-0.9,30.36,20.41,31.18,"1925",50.43,"-560.0","-12.4",0.27,0.82,-0.339999999999996,0,1,1,0,0,1,0.27,0,0.0729,0,1,0.82,0,0,0,0.339999999999996,-0.9
"8212",2010-10-13,"12",0.59,0.3,84.64,66.32,238.04,66.32,96.6,NA,NA,-249.5,30.13,19.98,30.88,"1908",49.96,"-575.0","-19.3",0.29,0.75,-0.149999999999999,0,1,1,1,0,1,0.29,0,0.0841,0,1,0.75,0,0,0,0.149999999999999,-249.5
"8933",2010-10-13,"13",0.83,0.41,81.17,64.21,64.21,61.65,NA,NA,NA,-110,29.34,19.69,30.09,"1879",48.88,"-700.0","0.0",0.42,0.75,-0.149999999999999,0,1,1,0,0,1,0.42,0,0.1764,0,1,0.75,0,0,0,0.149999999999999,-110
"9654",2010-10-13,"14",1.08,0.54,77.4,59.92,59.92,59.92,NA,NA,81,NA,29.64,19.76,30.25,"1899",49.24,"-660.0","0.0",0.54,0.609999999999999,-0.160000000000004,1,0,1,0,0,1,0.54,0,0.2916,0,1,0.609999999999999,0,0,0,0.160000000000004,81
"10375",2010-10-13,"15",1.36,0.67,77.57,57.02,57.02,57.02,NA,NA,22.1,NA,29.08,19.57,29.55,"1879",48.34,"-600.0","0.0",0.69,0.470000000000002,-0.309999999999995,1,0,1,0,0,1,0.69,0,0.4761,0,1,0.470000000000002,0,0,0,0.309999999999995,22.1
"11096",2010-10-13,"16",1.81,0.89,68.63,53.22,54.62,53.22,6.1,NA,NA,-110.5,27.43,18.96,27.89,"1828",46.17,"-640.0","-104.5",0.92,0.460000000000001,-0.219999999999999,0,1,1,1,0,1,0.92,0,0.8464,0,1,0.460000000000001,0,0,0,0.219999999999999,-110.5
"11817",2010-10-13,"17",2.33,1.12,61.23,50.29,57.67,50.29,126.4,NA,NA,-325.3,26.84,18.66,27.67,"1834",46.01,"-509.1","124.8",1.21,0.830000000000002,0.509999999999998,0,1,1,1,0,1,1.21,0,1.4641,0,1,0.830000000000002,0,1,0.509999999999998,0,-325.3
"12538",2010-10-13,"18",2.66,1.3,72.12,53.39,55.85,53.39,42,NA,NA,-226.2,28.17,19.64,29.47,"1932",48.79,"-700.0","-56.4",1.36,1.3,0.979999999999997,0,1,1,1,0,1,1.36,0,1.8496,0,1,1.3,0,1,0.979999999999997,0,-226.2
"13259",2010-10-13,"19",3.81,1.45,79.26,58.05,59,58.05,47.9,NA,NA,-184.2,27.99,19.83,29.78,"2005",49.83,"-760.0","-550.0",2.36,1.79,2.01000000000001,0,1,1,1,0,1,2.36,0,5.5696,0,1,1.79,0,1,2.01000000000001,0,-184.2
"1002",2010-10-13,"2",0.76,0.71,NA,47.34,48.01,47.34,132.4,NA,NA,-103.3,17.3,11.66,18.11,"1159",29.7,"550.0","550.0",0.05,0.809999999999999,0.739999999999998,0,1,0,1,0,1,0.05,0,0.0025,0,1,0.809999999999999,0,1,0.739999999999998,0,-103.3
"13980",2010-10-13,"20",4.79,1.68,80.12,62.25,62.25,62.25,NA,NA,NA,-109.8,28.11,19.85,29.46,"1993",49.39,"-700.0","-550.0",3.11,1.35,1.43,0,1,1,0,0,1,3.11,0,9.6721,0,1,1.35,0,1,1.43,0,-109.8
"14701",2010-10-13,"21",5.37,2.04,68.34,53.22,54.62,53.22,20,NA,NA,-196.3,26.16,18.4,27.08,"1856",45.64,"-780.0","-550.0",3.33,0.919999999999998,1.08,0,1,1,1,0,1,3.33,0,11.0889,0,1,0.919999999999998,0,1,1.08,0,-196.3
"15422",2010-10-13,"22",6.18,2.53,62.22,53.2,53.2,53.2,NA,NA,NA,-265.5,24.05,16.89,25.36,"1737",42.73,"-800.0","-550.0",3.65,1.31,1.79,0,1,1,0,0,1,3.65,0,13.3225,0,1,1.31,0,1,1.79,0,-265.5
"16143",2010-10-13,"23",7.03,3.06,51.57,50.29,50.29,50.29,NA,NA,NA,-122.4,21.91,14.98,23.05,"1564",38.69,"-700.0","-409.6",3.97,1.14,1.8,0,1,1,0,0,1,3.97,0,15.7609,0,1,1.14,0,1,1.8,0,-122.4
"16864",2010-10-13,"24",7.08,3.71,NA,47.74,47.74,47.74,NA,NA,NA,-100.8,19.73,13.23,20,"1336",33.36,"-77.1","190.3",3.37,0.27,0.399999999999999,0,1,0,0,0,1,3.37,0,11.3569,0,1,0.27,0,1,0.399999999999999,0,-100.8
"1723",2010-10-13,"3",0.73,0.64,48.23,47.23,47.23,47.23,131.9,NA,NA,-136.7,17.02,11.33,17.76,"1128",29.04,"550.0","550.0",0.09,0.740000000000002,0.689999999999998,0,1,1,1,0,1,0.09,0,0.00809999999999999,0,1,0.740000000000002,0,1,0.689999999999998,0,-136.7
"2444",2010-10-13,"4",0.72,0.6,48.24,47.25,47.25,47.25,124.8,NA,NA,-97.8,16.95,11.21,17.87,"1146",29.33,"550.0","550.0",0.12,0.920000000000002,1.17,0,1,1,1,0,1,0.12,0,0.0144,0,1,0.920000000000002,0,1,1.17,0,-97.8
"3165",2010-10-13,"5",0.64,0.54,NA,47.34,47.34,47.34,NA,NA,48.1,NA,17.41,11.52,18.54,"1201",30.55,"550.0","550.0",0.1,1.13,1.62,1,0,0,0,0,1,0.1,0,0.01,0,1,1.13,0,1,1.62,0,48.1
"3886",2010-10-13,"6",0.57,0.49,NA,47.08,47.08,47.08,156,NA,NA,-205.3,18.95,12.51,20.11,"1294",33.05,"272.0","550.0",0.08,1.16,1.59,0,1,0,1,0,1,0.08,0,0.00639999999999999,0,1,1.16,0,1,1.59,0,-205.3
"4607",2010-10-13,"7",0.51,0.47,NA,53.52,160.93,53.52,116.5,NA,NA,-51.4,23.94,15.21,25.17,"1530",40.47,"-659.3","25.5",0.04,1.23,1.31999999999999,0,1,0,1,0,1,0.04,0,0.0016,0,1,1.23,0,1,1.31999999999999,0,-51.4
"5328",2010-10-13,"8",0.51,0.4,NA,71.9,234.69,71.9,236.1,NA,NA,-231.7,28.88,17.81,30.15,"1800",48.15,"-555.0","263.8",0.11,1.27,1.46,0,1,0,1,0,1,0.11,0,0.0121,0,1,1.27,0,1,1.46,0,-231.7
"6049",2010-10-13,"9",0.54,0.3,80.68,65.14,133.98,65.14,72.1,NA,NA,-18.7,29.96,18.83,31.16,"1859",49.75,"-648.5","0.0",0.24,1.2,0.960000000000001,0,1,1,1,0,1,0.24,0,0.0576,0,1,1.2,0,1,0.960000000000001,0,-18.7
"282",2010-10-14,"1",8.4,5.54,NA,47.12,47.11,47.11,NA,NA,NA,-9.5,18.37,12.12,18.26,"1202",30.28,"550.0","550.0",2.86,-0.109999999999999,-0.210000000000001,0,1,0,0,0,1,2.86,0,8.1796,0,0,0,0.109999999999999,0,0,0.210000000000001,-9.5
"6771",2010-10-14,"10",11.03,7.95,47.3,51.33,51.32,50.31,NA,NA,NA,-118.1,30.29,19.23,29.89,"1906",48.95,"-700.0","-550.0",3.08,-0.399999999999999,-0.569999999999993,0,1,1,0,0,1,3.08,0,9.48639999999999,0,0,0,0.399999999999999,0,0,0.569999999999993,-118.1
"7492",2010-10-14,"11",12.06,8.22,47.2,51.19,51.18,46.44,NA,NA,NA,-276.8,30.6,19.42,30.56,"1953",50.09,"-700.0","-543.0",3.84,-0.0400000000000027,0.0700000000000003,0,1,1,0,0,1,3.84,0,14.7456,0,0,0,0.0400000000000027,1,0.0700000000000003,0,-276.8
"8213",2010-10-14,"12",13.3,8.12,47,51.04,51.03,45.41,NA,NA,NA,-355.7,30.28,19.18,30.42,"1949",49.91,"-700.0","-548.1",5.18,0.140000000000001,0.449999999999996,0,1,1,0,0,1,5.18,0,26.8324,0,1,0.140000000000001,0,1,0.449999999999996,0,-355.7
"8934",2010-10-14,"13",13.13,7.94,NA,50.93,50.92,45.41,NA,NA,NA,-413.1,29.34,18.95,29.63,"1951",49.14,"-700.0","-550.0",5.19,0.289999999999999,0.850000000000001,0,1,0,0,0,1,5.19,0,26.9361,0,1,0.289999999999999,0,1,0.850000000000001,0,-413.1
"9655",2010-10-14,"14",11.93,7.38,54.35,54.58,54.57,45.41,NA,NA,NA,-261.3,29.53,18.91,28.47,"1944",47.91,"-700.0","-550.0",4.55,-1.06,-0.530000000000001,0,1,1,0,0,1,4.55,0,20.7025,0,0,0,1.06,0,0,0.530000000000001,-261.3
"10376",2010-10-14,"15",11.03,6.69,46.8,50.81,50.8,47.84,NA,NA,NA,-346.4,28.91,18.55,27.83,"1908",46.91,"-600.0","-550.0",4.34,-1.08,-0.550000000000004,0,1,1,0,0,1,4.34,0,18.8356,0,0,0,1.08,0,0,0.550000000000004,-346.4
"11097",2010-10-14,"16",10.29,6.14,NA,53.6,53.59,47.84,NA,NA,NA,-219.5,27.42,18.09,25.96,"1855",44.51,"-700.0","-379.2",4.15,-1.46,-1.00000000000001,0,1,0,0,0,1,4.15,0,17.2225,0,0,0,1.46,0,0,1.00000000000001,-219.5
"11818",2010-10-14,"17",9.42,5.41,51,51.98,51.97,47.84,NA,NA,NA,-80.1,26.94,18.1,25.76,"1851",44.27,"-700.0","0.0",4.01,-1.18,-0.770000000000003,0,1,1,0,0,1,4.01,0,16.0801,0,0,0,1.18,0,0,0.770000000000003,-80.1
"12539",2010-10-14,"18",8.28,4.45,NA,52.99,59.26,52.98,14.3,NA,53.8,NA,28.61,19.21,27.31,"1945",46.76,"-498.9","0.0",3.83,-1.3,-1.06,1,0,0,1,0,1,3.83,0,14.6689,0,0,0,1.3,0,0,1.06,53.8
"13260",2010-10-14,"19",7.35,3.53,NA,63.5,63.49,63.49,NA,NA,113.5,NA,28.61,19.83,28.83,"2017",49,"-661.7","0.0",3.82,0.219999999999999,0.560000000000002,1,0,0,0,0,1,3.82,0,14.5924,0,1,0.219999999999999,0,1,0.560000000000002,0,113.5
"1003",2010-10-14,"2",8.97,5.88,NA,47.13,47.12,44.79,NA,NA,NA,-108.7,17.57,11.54,17.67,"1140",29.07,"550.0","550.0",3.09,0.100000000000001,-0.0399999999999991,0,1,0,0,0,1,3.09,0,9.54810000000001,0,1,0.100000000000001,0,0,0,0.0399999999999991,-108.7
"13981",2010-10-14,"20",7.09,2.9,71.03,71.6,71.59,71.59,NA,NA,77.5,NA,28.57,19.89,29.17,"2007",49.24,"-552.3","0.0",4.19,0.600000000000001,0.780000000000001,1,0,1,0,0,1,4.19,0,17.5561,0,1,0.600000000000001,0,1,0.780000000000001,0,77.5
"14702",2010-10-14,"21",6.83,2.51,62.3,66.3,66.29,66.29,NA,NA,NA,-19.9,26.8,18.44,27.08,"1858",45.66,"-700.0","-386.1",4.32,0.279999999999998,0.419999999999995,0,1,1,0,0,1,4.32,0,18.6624,0,1,0.279999999999998,0,1,0.419999999999995,0,-19.9
"15423",2010-10-14,"22",6.11,2.24,55.1,55,54.99,54.99,NA,NA,NA,-25,24.97,17.2,25.52,"1699",42.51,"-632.1","-524.9",3.87,0.550000000000001,0.339999999999996,0,1,1,0,0,1,3.87,0,14.9769,0,1,0.550000000000001,0,1,0.339999999999996,0,-25
"16144",2010-10-14,"23",5.75,2.03,50.95,50.62,50.61,50.61,NA,NA,26.1,NA,22.15,15.43,23.07,"1529",38.36,"-600.0","0.0",3.72,0.920000000000002,0.780000000000001,1,0,1,0,0,1,3.72,0,13.8384,0,1,0.920000000000002,0,1,0.780000000000001,0,26.1
"16865",2010-10-14,"24",5.49,1.83,NA,48.85,48.84,48.84,NA,NA,41.8,NA,19.9,13.47,20.23,"1334",33.57,"380.0","0.0",3.66,0.330000000000002,0.200000000000003,1,0,0,0,0,1,3.66,0,13.3956,0,1,0.330000000000002,0,1,0.200000000000003,0,41.8
"1724",2010-10-14,"3",9.26,6.2,NA,46.97,46.96,41.8,NA,NA,NA,-189.5,17.4,11.37,17.43,"1123",28.66,"550.0","550.0",3.06,0.0300000000000011,-0.109999999999996,0,1,0,0,0,1,3.06,0,9.3636,0,1,0.0300000000000011,0,0,0,0.109999999999996,-189.5
"2445",2010-10-14,"4",9.69,6.69,43,46.91,46.9,41.8,NA,NA,NA,-178,17.48,11.35,17.49,"1121",28.7,"550.0","550.0",3,0.00999999999999801,-0.129999999999999,0,1,1,0,0,1,3,0,8.99999999999999,0,1,0.00999999999999801,0,0,0,0.129999999999999,-178
"3166",2010-10-14,"5",9.66,7.03,NA,47.13,47.12,41.8,NA,NA,NA,-153.4,17.91,11.75,18.09,"1148",29.57,"550.0","550.0",2.63,0.18,-0.0899999999999999,0,1,0,0,0,1,2.63,0,6.9169,0,1,0.18,0,0,0,0.0899999999999999,-153.4
"3887",2010-10-14,"6",10.13,7.05,NA,46.19,46.18,44.79,NA,NA,NA,-96.4,19.16,12.73,19.6,"1251",32.11,"380.0","550.0",3.08,0.440000000000001,0.219999999999999,0,1,0,0,0,1,3.08,0,9.48640000000001,0,1,0.440000000000001,0,1,0.219999999999999,0,-96.4
"4608",2010-10-14,"7",10.57,6.95,57.37,52.78,52.77,52.77,NA,NA,NA,-28.1,23.99,15.46,24.3,"1490",39.2,"-760.0","-50.0",3.62,0.310000000000002,-0.25,0,1,1,0,0,1,3.62,0,13.1044,0,1,0.310000000000002,0,0,0,0.25,-28.1
"5329",2010-10-14,"8",9.78,7.06,NA,51.7,51.69,51.69,NA,NA,NA,-202.6,29.2,18.07,29.31,"1784",47.15,"-800.0","-550.0",2.72,0.109999999999999,-0.119999999999997,0,1,0,0,0,1,2.72,0,7.3984,0,1,0.109999999999999,0,0,0,0.119999999999997,-202.6
"6050",2010-10-14,"9",9.92,7.42,NA,51.66,51.65,51.65,NA,NA,NA,-10.3,30.2,19.06,29.99,"1874",48.73,"-700.0","-550.0",2.5,-0.210000000000001,-0.530000000000001,0,1,0,0,0,1,2.5,0,6.25,0,0,0,0.210000000000001,0,0,0.530000000000001,-10.3
"283",2010-10-15,"1",5.08,2.45,NA,47.72,47.72,47.72,NA,NA,NA,-26.3,18.25,12.17,18.65,"1209",30.74,"600.0","550.0",2.63,0.399999999999999,0.319999999999997,0,1,0,0,0,1,2.63,0,6.9169,0,1,0.399999999999999,0,1,0.319999999999997,0,-26.3
"6772",2010-10-15,"10",1.61,1.2,NA,78,78,50.43,NA,NA,NA,-117.2,29.38,19.22,30.15,"1923",49.38,"-400.0","86.7",0.41,0.77,0.780000000000008,0,1,0,0,0,1,0.41,0,0.1681,0,1,0.77,0,1,0.780000000000008,0,-117.2
"7493",2010-10-15,"11",1.01,1.13,68.1,75.8,75.8,50.43,NA,NA,NA,-13.1,29.52,19.27,30.27,"1952",49.79,"-400.0","108.6",-0.12,0.75,1,0,1,1,0,0,0,0,0.12,0,0.0144,1,0.75,0,1,1,0,-13.1
"8214",2010-10-15,"12",0.89,1.09,NA,76.4,76.4,76.4,NA,NA,44.2,NA,29.06,19.39,29.88,"1932",49.2,"-380.0","3.0",-0.2,0.82,0.75,1,0,0,0,0,0,0,0.2,0,0.04,1,0.82,0,1,0.75,0,44.2
"8935",2010-10-15,"13",2,1.16,NA,71.8,71.8,71.8,NA,NA,36.6,NA,27.66,19.08,28.48,"1907",47.55,"-516.2","0.0",0.84,0.82,0.810000000000002,1,0,0,0,0,1,0.84,0,0.7056,0,1,0.82,0,1,0.810000000000002,0,36.6
"9656",2010-10-15,"14",2.21,1.2,NA,59.94,60.35,59.94,14.6,NA,38.6,NA,27.08,18.8,27.86,"1897",46.83,"-550.0","-550.0",1.01,0.780000000000001,0.950000000000003,1,0,0,1,0,1,1.01,0,1.0201,0,1,0.780000000000001,0,1,0.950000000000003,0,38.6
"10377",2010-10-15,"15",2.6,1.3,NA,55.8,60.35,55.8,43.2,NA,NA,-30.9,25.84,18.58,26.74,"1844",45.18,"-550.0","-550.0",1.3,0.899999999999999,0.759999999999998,0,1,0,1,0,1,1.3,0,1.69,0,1,0.899999999999999,0,1,0.759999999999998,0,-30.9
"11098",2010-10-15,"16",2.64,1.59,NA,55.03,60.02,55.03,34,NA,NA,-38.2,25,18.19,26.01,"1799",44,"-550.0","-550.0",1.05,1.01,0.810000000000002,0,1,0,1,0,1,1.05,0,1.1025,0,1,1.01,0,1,0.810000000000002,0,-38.2
"11819",2010-10-15,"17",3.24,1.91,NA,54,60.07,54,35,NA,NA,-12.8,25.17,17.68,26.09,"1815",44.24,"-550.0","-550.0",1.33,0.919999999999998,1.39,0,1,0,1,0,1,1.33,0,1.7689,0,1,0.919999999999998,0,1,1.39,0,-12.8
"12540",2010-10-15,"18",3.56,2.21,NA,59.9,75.76,59.9,81.3,NA,NA,-44.8,26.52,18.48,27.64,"1926",46.9,"-772.9","-432.9",1.35,1.12,1.9,0,1,0,1,0,1,1.35,0,1.8225,0,1,1.12,0,1,1.9,0,-44.8
"13261",2010-10-15,"19",4.27,2.6,NA,65.91,67.06,65.91,90.9,NA,NA,-100.5,27.4,19.3,28.29,"1989",48.18,"-845.2","-312.0",1.67,0.890000000000001,1.48,0,1,0,1,0,1,1.67,0,2.7889,0,1,0.890000000000001,0,1,1.48,0,-100.5
"1004",2010-10-15,"2",4.19,2.26,NA,47.6,52.59,47.6,58.4,NA,NA,-25.1,17.47,11.57,17.86,"1155",29.41,"600.0","550.0",1.93,0.390000000000001,0.370000000000001,0,1,0,1,0,1,1.93,0,3.7249,0,1,0.390000000000001,0,1,0.370000000000001,0,-25.1
"13982",2010-10-15,"20",4.77,3.05,NA,72.1,154.23,72.1,153.4,NA,NA,-267.2,26.12,18.88,26.78,"1936",46.14,"-907.5","-409.2",1.72,0.66,1.14,0,1,0,1,0,1,1.72,0,2.9584,0,1,0.66,0,1,1.14,0,-267.2
"14703",2010-10-15,"21",5.86,3.61,NA,55.2,67.43,55.2,52.5,NA,NA,-92.3,23.46,16.99,24.51,"1784",42.35,"-950.0","-550.0",2.25,1.05,1.9,0,1,0,1,0,1,2.25,0,5.0625,0,1,1.05,0,1,1.9,0,-92.3
"15424",2010-10-15,"22",8.08,4.19,NA,52.21,59.85,52.21,47.5,NA,NA,-124.7,21.98,15.94,23.01,"1667",39.68,"-950.0","-550.0",3.89,1.03,1.76,0,1,0,1,0,1,3.89,0,15.1321,0,1,1.03,0,1,1.76,0,-124.7
"16145",2010-10-15,"23",9.12,4.56,NA,50.95,57.68,50.95,34.5,NA,NA,-78.4,20.1,14.68,20.94,"1554",36.48,"-950.0","-550.0",4.56,0.84,1.7,0,1,0,1,0,1,4.56,0,20.7936,0,1,0.84,0,1,1.7,0,-78.4
"16866",2010-10-15,"24",10.04,4.59,NA,47.9,47.9,40.24,NA,-101.1,6.7,NA,18.37,13.45,18.59,"1382",32.41,"-294.7","50.0",5.45,0.219999999999999,0.589999999999996,1,0,0,0,1,1,5.45,0,29.7025,0,1,0.219999999999999,0,1,0.589999999999996,0,6.7
"1725",2010-10-15,"3",3.62,2.12,NA,47.45,52.92,47.45,100,NA,NA,-103.3,17.18,11.41,17.55,"1135",28.9,"700.0","550.0",1.5,0.370000000000001,0.309999999999999,0,1,0,1,0,1,1.5,0,2.25,0,1,0.370000000000001,0,1,0.309999999999999,0,-103.3
"2446",2010-10-15,"4",3.68,2.02,NA,47.57,53.21,47.57,100,NA,NA,-89.8,17.24,11.41,17.66,"1130",28.96,"700.0","550.0",1.66,0.420000000000002,0.310000000000002,0,1,0,1,0,1,1.66,0,2.7556,0,1,0.420000000000002,0,1,0.310000000000002,0,-89.8
"3167",2010-10-15,"5",3.58,1.9,49,48.02,53.65,48.02,106.5,NA,NA,-150.5,17.72,11.8,18.16,"1160",29.76,"700.0","550.0",1.68,0.440000000000001,0.240000000000002,0,1,1,1,0,1,1.68,0,2.8224,0,1,0.440000000000001,0,1,0.240000000000002,0,-150.5
"3888",2010-10-15,"6",3.04,1.81,NA,47.11,53.65,47.11,115.7,NA,NA,-267.8,19.34,12.71,19.78,"1257",32.35,"683.6","550.0",1.23,0.440000000000001,0.300000000000004,0,1,0,1,0,1,1.23,0,1.5129,0,1,0.440000000000001,0,1,0.300000000000004,0,-267.8
"4609",2010-10-15,"7",3.35,1.7,52.6,55.52,59.85,55.52,6,NA,87.2,NA,23.76,15.26,24.54,"1497",39.51,"-390.0","133.0",1.65,0.779999999999998,0.489999999999995,1,0,1,1,0,1,1.65,0,2.7225,0,1,0.779999999999998,0,1,0.489999999999995,0,87.2
"5330",2010-10-15,"8",3.19,1.56,NA,74.2,74.22,74.2,5.3,NA,0.6,NA,28.72,17.66,29.59,"1738",46.97,"-355.5","424.3",1.63,0.870000000000001,0.590000000000003,1,0,0,1,0,1,1.63,0,2.6569,0,1,0.870000000000001,0,1,0.590000000000003,0,0.6
"6051",2010-10-15,"9",2.79,1.33,NA,79.3,79.3,79.3,NA,NA,NA,-28.9,29.5,18.68,30.33,"1837",48.7,"-400.0","260.8",1.46,0.829999999999998,0.520000000000003,0,1,0,0,0,1,1.46,0,2.1316,0,1,0.829999999999998,0,1,0.520000000000003,0,-28.9
"284",2010-10-16,"1",10.35,5.17,NA,48.81,52.92,48.8,NA,NA,NA,-29.4,17.2,12.31,17.59,"1284",30.43,"-310.9","0.0",5.18,0.390000000000001,0.920000000000002,0,1,0,0,0,1,5.18,0,26.8324,0,1,0.390000000000001,0,1,0.920000000000002,0,-29.4
"6773",2010-10-16,"10",7.58,3.7,49.85,51.27,58.68,51.26,36,NA,NA,-170.7,22.34,16.35,22.89,"1622",39.11,"-766.7","0.0",3.88,0.550000000000001,0.420000000000002,0,1,1,1,0,1,3.88,0,15.0544,0,1,0.550000000000001,0,1,0.420000000000002,0,-170.7
"7494",2010-10-16,"11",7.56,3.86,51.93,52.82,59.3,52.81,36,NA,NA,-22.3,22.66,17,23.38,"1681",40.19,"-1,000.0","-16.9",3.7,0.719999999999999,0.530000000000001,0,1,1,1,0,1,3.7,0,13.69,0,1,0.719999999999999,0,1,0.530000000000001,0,-22.3
"8215",2010-10-16,"12",8.62,4.1,50.3,53.31,59.3,53.3,48.4,NA,NA,-198,22.51,16.95,23.16,"1704",40.2,"-700.0","-550.0",4.52,0.649999999999999,0.740000000000002,0,1,1,1,0,1,4.52,0,20.4304,0,1,0.649999999999999,0,1,0.740000000000002,0,-198
"8936",2010-10-16,"13",9.31,4.16,NA,52.11,58.06,52.1,49.9,NA,NA,-362.9,22.02,16.75,22.38,"1673",39.11,"-700.0","-315.6",5.15,0.359999999999999,0.340000000000003,0,1,0,1,0,1,5.15,0,26.5225,0,1,0.359999999999999,0,1,0.340000000000003,0,-362.9
"9657",2010-10-16,"14",8.15,3.79,NA,47.95,53.64,47.94,129.4,NA,NA,-405.7,21.48,16.49,22.29,"1637",38.66,"461.5","284.3",4.36,0.809999999999999,0.689999999999998,0,1,0,1,0,1,4.36,0,19.0096,0,1,0.809999999999999,0,1,0.689999999999998,0,-405.7
"10378",2010-10-16,"15",6.83,3.26,NA,48.34,48.33,48.33,NA,NA,NA,-289.2,21.43,16.2,22.16,"1615",38.31,"895.0","550.0",3.57,0.73,0.680000000000007,0,1,0,0,0,1,3.57,0,12.7449,0,1,0.73,0,1,0.680000000000007,0,-289.2
"11099",2010-10-16,"16",5.34,2.83,48.5,48.07,48.06,48.06,NA,NA,10.7,NA,20.93,15.99,21.61,"1603",37.64,"898.0","550.0",2.51,0.68,0.719999999999999,1,0,1,0,0,1,2.51,0,6.3001,0,1,0.68,0,1,0.719999999999999,0,10.7
"11820",2010-10-16,"17",4.25,2.44,NA,47.9,47.89,47.89,NA,NA,55.7,NA,21.49,16.05,21.92,"1637",38.29,"558.6","550.0",1.81,0.430000000000003,0.75,1,0,0,0,0,1,1.81,0,3.2761,0,1,0.430000000000003,0,1,0.75,0,55.7
"12541",2010-10-16,"18",2.95,2.03,NA,47.27,47.26,47.26,NA,NA,39.5,NA,23.62,17.1,24.21,"1756",41.77,"180.9","550.0",0.92,0.59,1.05,1,0,0,0,0,1,0.92,0,0.846400000000001,0,1,0.59,0,1,1.05,0,39.5
"13262",2010-10-16,"19",2.13,1.56,NA,58.96,87.17,58.95,51.5,NA,NA,-26.2,25.14,17.63,25.91,"1865",44.56,"-1,011.2","-50.0",0.57,0.77,1.79000000000001,0,1,0,1,0,1,0.57,0,0.3249,0,1,0.77,0,1,1.79000000000001,0,-26.2
"1005",2010-10-16,"2",9.97,5.3,NA,47.97,52.92,47.96,NA,NA,NA,-85.2,16.55,11.54,17.07,"1219",29.26,"281.3","550.0",4.67,0.52,1.17,0,1,0,0,0,1,4.67,0,21.8089,0,1,0.52,0,1,1.17,0,-85.2
"13983",2010-10-16,"20",2.22,1.15,64,64.9,238.05,64.89,229.9,NA,NA,-320.9,24.78,17.63,25.37,"1801",43.38,"-1,228.7","-550.0",1.07,0.59,0.970000000000006,0,1,1,1,0,1,1.07,0,1.1449,0,1,0.59,0,1,0.970000000000006,0,-320.9
"14704",2010-10-16,"21",2.13,0.83,NA,55.67,67.06,55.66,46.3,NA,25,NA,22.84,16.66,23.61,"1683",40.44,"-1,007.9","-50.0",1.3,0.77,0.939999999999998,1,0,0,1,0,1,1.3,0,1.69,0,1,0.77,0,1,0.939999999999998,0,25
"15425",2010-10-16,"22",1.71,0.68,NA,47.47,47.46,47.46,NA,NA,10.4,NA,20.63,15.41,21.8,"1622",38.02,"222.9","550.0",1.03,1.17,1.98,1,0,0,0,0,1,1.03,0,1.0609,0,1,1.17,0,1,1.98,0,10.4
"16146",2010-10-16,"23",1.32,0.57,NA,48.99,48.98,48.98,NA,NA,94,NA,18.83,14.54,20.34,"1527",35.61,"373.4","550.0",0.75,1.51,2.24,1,0,0,0,0,1,0.75,0,0.5625,0,1,1.51,0,1,2.24,0,94
"16867",2010-10-16,"24",1.05,0.47,NA,48.58,48.57,48.57,NA,NA,95.4,NA,17.33,12.82,18.96,"1428",33.24,"950.0","550.0",0.58,1.63,3.09,1,0,0,0,0,1,0.58,0,0.3364,0,1,1.63,0,1,3.09,0,95.4
"1726",2010-10-16,"3",9.09,5.03,NA,45.84,45.83,39.83,NA,-92.6,80.4,NA,16.03,11.03,16.83,"1189",28.72,"905.0","550.0",4.06,0.799999999999997,1.66,1,0,0,0,1,1,4.06,0,16.4836,0,1,0.799999999999997,0,1,1.66,0,80.4
"2447",2010-10-16,"4",8.03,4.49,NA,45.27,45.26,45.26,NA,NA,20,NA,15.85,10.92,16.6,"1175",28.35,"900.0","550.0",3.54,0.750000000000002,1.58,1,0,0,0,0,1,3.54,0,12.5316,0,1,0.750000000000002,0,1,1.58,0,20
