"","date","time","windSetW","windEstW","ElbasDKW","PriceDKW","bal.price.up","bal.price.down","bal.to.up","bal.to.down","sys.imbalance.pos","sys.imbalance.neg","cons.prog.DK1","cons.prog.DK2","cons.DK1","cons.DK2","cons.DK","DK.West.and.Germany.mwh_h","DK.East.and.Germany.mwh_h","diff","cons.diff.dkw","cons.diff.dk","pos.sys.imb.dummy","neg.sys.imb.dummy","DKWElbON","reg.up.dummy","reg.down.dummy","WindPos","error_plus","error_neg","error_plus_sq","error_neg_sq","cons.pos.w","cons.error.plus.w","cons.error.neg.w","cons.pos","cons.error.plus","cons.error.neg","sys.imbalance"
"4556",2010-08-23,"7",0.66,0.52,NA,47.11,47.11,42.29,NA,NA,8.5,NA,20.19,13.1,21.02,"1279",33.81,"-355.5","441.8",0.14,0.829999999999998,0.520000000000003,1,0,0,0,0,1,0.14,0,0.0196,0,1,0.829999999999998,0,1,0.520000000000003,0,8.5
"5277",2010-08-23,"8",0.59,0.5,NA,54.81,54.81,54.81,NA,NA,NA,-77.4,24.4,15.61,25.83,"1544",41.27,"-688.2","550.0",0.09,1.43,1.26000000000001,0,1,0,0,0,1,0.09,0,0.00809999999999999,0,1,1.43,0,1,1.26000000000001,0,-77.4
"5998",2010-08-23,"9",0.93,0.54,NA,54.9,54.91,54.91,NA,NA,NA,-51.8,26.51,16.69,28.01,"1673",44.74,"-790.1","550.0",0.39,1.5,1.54,0,1,0,0,0,1,0.39,0,0.1521,0,1,1.5,0,1,1.54,0,-51.8
"231",2010-08-24,"1",16.77,14.47,27,27.9,27.9,-79.88,NA,-204.5,206.1,NA,16.91,12.02,18.07,"1162",29.69,"331.2","16.3",2.3,1.16,0.760000000000002,1,0,1,0,1,1,2.3,0,5.28999999999999,0,1,1.16,0,1,0.760000000000002,0,206.1
"6720",2010-08-24,"10",19.94,16.67,NA,46.41,46.41,37.29,NA,-95.9,NA,-99.3,27.39,18.14,27.94,"1808",46.02,"-400.0","209.2",3.27,0.550000000000001,0.490000000000002,0,1,0,0,1,1,3.27,0,10.6929,0,1,0.550000000000001,0,1,0.490000000000002,0,-99.3
"7441",2010-08-24,"11",20.28,17.2,NA,47.02,47.02,37.29,NA,-133.2,43.4,NA,27.62,18.38,28.79,"1812",46.91,"-400.0","253.6",3.08,1.17,0.909999999999997,1,0,0,0,1,1,3.08,0,9.48640000000001,0,1,1.17,0,1,0.909999999999997,0,43.4
"8162",2010-08-24,"12",20.62,17.65,45,46.97,46.97,37.29,NA,-133.2,NA,-39.7,27.87,18.34,29.11,"1843",47.54,"-400.0","253.5",2.97,1.24,1.33,0,1,1,0,1,1,2.97,0,8.82090000000001,0,1,1.24,0,1,1.33,0,-39.7
"8883",2010-08-24,"13",20.95,17.85,45,46.94,46.94,37.92,NA,-75,NA,-108,27.34,18.5,27.93,"1843",46.36,"-400.0","550.0",3.1,0.59,0.519999999999996,0,1,1,0,1,1,3.1,0,9.60999999999999,0,1,0.59,0,1,0.519999999999996,0,-108
"9604",2010-08-24,"14",21.16,18.04,49.71,46.29,46.29,37.92,NA,-120,89.4,NA,27.66,18.72,28.01,"1839",46.4,"-73.9","550.0",3.12,0.350000000000001,0.0200000000000031,1,0,1,0,1,1,3.12,0,9.73440000000001,0,1,0.350000000000001,0,1,0.0200000000000031,0,89.4
"10325",2010-08-24,"15",21.91,18.38,49.2,45.35,45.35,34.13,NA,-115,45.8,NA,26.91,18.76,27.45,"1814",45.59,"198.4","550.0",3.53,0.539999999999999,-0.0799999999999983,1,0,1,0,1,1,3.53,0,12.4609,0,1,0.539999999999999,0,0,0,0.0799999999999983,45.8
"11046",2010-08-24,"16",21.89,18.64,47.27,44.75,44.75,34.13,NA,-115,NA,-10.1,25.57,17.87,25.98,"1760",43.58,"-169.4","550.0",3.25,0.41,0.140000000000001,0,1,1,0,1,1,3.25,0,10.5625,0,1,0.41,0,1,0.140000000000001,0,-10.1
"11767",2010-08-24,"17",21.87,18.63,43.94,42.09,42.09,35.39,NA,-120,182.9,NA,25.14,17.61,24.99,"1733",42.32,"-116.5","550.0",3.24,-0.150000000000002,-0.43,1,0,1,0,1,1,3.24,0,10.4976,0,0,0,0.150000000000002,0,0,0.43,182.9
"12488",2010-08-24,"18",21.67,18.35,45.09,44.29,44.29,35.39,NA,-95,142.5,NA,26.01,18.25,26.37,"1809",44.46,"-460.2","550.0",3.32,0.359999999999999,0.199999999999996,1,0,1,0,1,1,3.32,0,11.0224,0,1,0.359999999999999,0,1,0.199999999999996,0,142.5
"13209",2010-08-24,"19",20.88,17.86,39,45.11,45.11,35.39,NA,-115,NA,-54.5,24.84,18.04,25.61,"1762",43.23,"-500.0","550.0",3.02,0.77,0.350000000000001,0,1,1,0,1,1,3.02,0,9.1204,0,1,0.77,0,1,0.350000000000001,0,-54.5
"952",2010-08-24,"2",18.44,15.34,22,22.3,22.3,-79.88,NA,-205.1,225.6,NA,16.21,11.37,17.14,"1107",28.21,"226.8","-28.8",3.1,0.93,0.630000000000003,1,0,1,0,1,1,3.1,0,9.61000000000001,0,1,0.93,0,1,0.630000000000003,0,225.6
"13930",2010-08-24,"20",19.72,17.37,39,45.19,45.19,35.39,NA,-118.3,NA,-21.7,23.34,17.06,24,"1646",40.46,"-700.0","183.3",2.35,0.66,0.0600000000000023,0,1,1,0,1,1,2.35,0,5.52249999999999,0,1,0.66,0,1,0.0600000000000023,0,-21.7
"14651",2010-08-24,"21",18.15,16.63,NA,45.95,45.95,39.18,NA,-55.8,66.8,NA,22.39,16.24,23.15,"1603",39.18,"-700.0","428.5",1.52,0.759999999999998,0.550000000000004,1,0,0,0,1,1,1.52,0,2.3104,0,1,0.759999999999998,0,1,0.550000000000004,0,66.8
"15372",2010-08-24,"22",16.15,15.54,45,45.98,45.98,45.98,NA,NA,68.8,NA,22.8,16.07,22.9,"1581",38.71,"-700.0","359.6",0.609999999999999,0.0999999999999979,-0.160000000000004,1,0,1,0,0,1,0.609999999999999,0,0.372099999999999,0,1,0.0999999999999979,0,0,0,0.160000000000004,68.8
"16093",2010-08-24,"23",15.39,14.97,39.53,45.46,45.46,45.46,NA,NA,15.9,NA,20.81,14.78,20.56,"1432",34.88,"-700.0","309.6",0.42,-0.25,-0.709999999999994,1,0,1,0,0,1,0.42,0,0.1764,0,0,0,0.25,0,0,0.709999999999994,15.9
"16814",2010-08-24,"24",15.98,14.96,40.17,40.71,40.71,40.71,NA,NA,126.4,NA,18.33,13.33,18.27,"1274",31.01,"-513.2","163.5",1.02,-0.0599999999999987,-0.649999999999995,1,0,1,0,0,1,1.02,0,1.0404,0,0,0,0.0599999999999987,0,0,0.649999999999995,126.4
"1673",2010-08-24,"3",19.61,15.59,NA,11.4,11.4,-120.83,NA,-161.1,121.4,NA,15.83,11.09,16.92,"1082",27.74,"181.2","-19.5",4.02,1.09,0.819999999999997,1,0,0,0,1,1,4.02,0,16.1604,0,1,1.09,0,1,0.819999999999997,0,121.4
"2394",2010-08-24,"4",19.17,1.54,NA,2.1,2.1,-120.83,NA,-213.9,222,NA,15.82,10.99,16.84,"1080",27.64,"195.7","-27.0",17.63,1.02,0.829999999999998,1,0,0,0,1,1,17.63,0,310.8169,0,1,1.02,0,1,0.829999999999998,0,222
"3115",2010-08-24,"5",19.06,15.08,NA,10.2,10.2,-201.38,NA,-245.5,250.7,NA,16.34,11.15,17.15,"1100",28.15,"238.2","-17.2",3.98,0.809999999999999,0.659999999999997,1,0,0,0,1,1,3.98,0,15.8404,0,1,0.809999999999999,0,1,0.659999999999997,0,250.7
"3836",2010-08-24,"6",19.13,14.97,20,21.6,21.6,-120.83,NA,-202.4,164.4,NA,17.6,11.92,18.52,"1174",30.26,"357.6","60.9",4.16,0.919999999999998,0.739999999999998,1,0,1,0,1,1,4.16,0,17.3056,0,1,0.919999999999998,0,1,0.739999999999998,0,164.4
"4557",2010-08-24,"7",19.54,15.3,39,39.8,39.8,35.39,NA,-93.3,NA,-8.6,20.53,13.78,21.53,"1369",35.22,"24.4","550.0",4.24,1,0.909999999999997,0,1,1,0,1,1,4.24,0,17.9776,0,1,1,0,1,0.909999999999997,0,-8.6
"5278",2010-08-24,"8",19.33,15.82,45,45.94,45.94,37.19,NA,-101.7,2.5,NA,24.67,16.02,25.53,"1618",41.71,"-278.0","550.0",3.51,0.859999999999999,1.02,1,0,1,0,1,1,3.51,0,12.3201,0,1,0.859999999999999,0,1,1.02,0,2.5
"5999",2010-08-24,"9",19.66,16.21,48,46.02,46.02,37.29,NA,-54.2,NA,-77.4,26.35,17.1,27.28,"1742",44.7,"-500.0","133.9",3.45,0.93,1.25,0,1,1,0,1,1,3.45,0,11.9025,0,1,0.93,0,1,1.25,0,-77.4
"232",2010-08-25,"1",16.41,14.58,NA,25.9,25.9,25.9,NA,NA,235.6,NA,16.66,11.92,16.89,"1163",28.52,"-56.7","19.5",1.83,0.23,-0.0599999999999987,1,0,0,0,0,1,1.83,0,3.3489,0,1,0.23,0,0,0,0.0599999999999987,235.6
"6721",2010-08-25,"10",21.25,19.72,NA,45.1,50,45.1,17.3,NA,360.2,NA,27.5,18.33,27.61,"1802",45.63,"-700.0","416.6",1.53,0.109999999999999,-0.199999999999996,1,0,0,1,0,1,1.53,0,2.3409,0,1,0.109999999999999,0,0,0,0.199999999999996,360.2
"7442",2010-08-25,"11",21.82,19.85,46.16,44.9,46.6,44.9,NA,NA,251.7,NA,28.19,18.39,28.42,"1839",46.81,"-500.0","205.6",1.97,0.23,0.230000000000004,1,0,1,0,0,1,1.97,0,3.8809,0,1,0.23,0,1,0.230000000000004,0,251.7
"8163",2010-08-25,"12",22.04,19.95,44.94,44.79,44.79,44.66,NA,NA,164.3,NA,28.33,18.8,28.78,"1836",47.14,"-500.0","148.6",2.09,0.450000000000003,0.0100000000000051,1,0,1,0,0,1,2.09,0,4.3681,0,1,0.450000000000003,0,1,0.0100000000000051,0,164.3
"8884",2010-08-25,"13",22.09,20.06,44.36,44.67,44.67,43,NA,NA,175.7,NA,27.48,19.13,27.89,"1824",46.13,"-500.0","206.9",2.03,0.41,-0.479999999999997,1,0,1,0,0,1,2.03,0,4.1209,0,1,0.41,0,0,0,0.479999999999997,175.7
"9605",2010-08-25,"14",22.27,20.06,44.39,44.74,44.74,43,NA,NA,75.9,NA,27.63,19.14,28.04,"1815",46.19,"-500.0","215.5",2.21,0.41,-0.579999999999998,1,0,1,0,0,1,2.21,0,4.8841,0,1,0.41,0,0,0,0.579999999999998,75.9
"10326",2010-08-25,"15",22.05,19.92,44.36,44.51,44.51,43,NA,NA,101,NA,27.07,18.23,27.61,"1789",45.5,"-500.0","192.8",2.13,0.539999999999999,0.200000000000003,1,0,1,0,0,1,2.13,0,4.5369,0,1,0.539999999999999,0,1,0.200000000000003,0,101
"11047",2010-08-25,"16",21.99,19.65,44.2,44.22,44.22,43,NA,NA,133.1,NA,25.43,17.55,25.81,"1744",43.25,"-500.0","203.9",2.34,0.379999999999999,0.269999999999996,1,0,1,0,0,1,2.34,0,5.4756,0,1,0.379999999999999,0,1,0.269999999999996,0,133.1
"11768",2010-08-25,"17",21.62,19.19,43,44.45,44.45,43,NA,NA,265.6,NA,24.8,17.72,25.11,"1734",42.45,"-700.0","217.3",2.43,0.309999999999999,-0.0699999999999932,1,0,1,0,0,1,2.43,0,5.9049,0,1,0.309999999999999,0,0,0,0.0699999999999932,265.6
"12489",2010-08-25,"18",21.01,18.6,NA,44.91,44.91,43,NA,NA,59.5,NA,25.81,18.4,26.17,"1805",44.22,"-700.0","322.0",2.41,0.360000000000003,0.0100000000000051,1,0,0,0,0,1,2.41,0,5.8081,0,1,0.360000000000003,0,1,0.0100000000000051,0,59.5
"13210",2010-08-25,"19",20.13,17.58,NA,44.88,44.88,43,NA,NA,NA,-15.7,25.12,18.19,25.2,"1758",42.78,"-700.0","307.1",2.55,0.0799999999999983,-0.530000000000001,0,1,0,0,0,1,2.55,0,6.5025,0,1,0.0799999999999983,0,0,0,0.530000000000001,-15.7
"953",2010-08-25,"2",16.96,15.28,15,11.4,11.4,11.4,NA,NA,134.3,NA,16.1,11.25,16.37,"1105",27.42,"77.2","-45.7",1.68,0.27,0.0700000000000003,1,0,1,0,0,1,1.68,0,2.8224,0,1,0.27,0,1,0.0700000000000003,0,134.3
"13931",2010-08-25,"20",18.17,16.22,NA,44.83,44.83,44.83,NA,NA,NA,-103.3,23.43,17.54,23.83,"1658",40.41,"-700.0","263.2",1.95,0.399999999999999,-0.560000000000002,0,1,0,0,0,1,1.95,0,3.80250000000001,0,1,0.399999999999999,0,0,0,0.560000000000002,-103.3
"14652",2010-08-25,"21",15.95,14.81,NA,45.43,49.98,45.43,3.5,NA,NA,-0.5,22.7,16.51,23.09,"1618",39.27,"-1,000.0","211.7",1.14,0.390000000000001,0.0600000000000023,0,1,0,1,0,1,1.14,0,1.2996,0,1,0.390000000000001,0,1,0.0600000000000023,0,-0.5
"15373",2010-08-25,"22",13.99,13.35,NA,45.84,53,45.84,16.8,NA,114.6,NA,23.26,16.12,23.59,"1574",39.33,"-1,250.0","202.6",0.640000000000001,0.329999999999998,-0.0500000000000043,1,0,0,1,0,1,0.640000000000001,0,0.409600000000001,0,1,0.329999999999998,0,0,0,0.0500000000000043,114.6
"16094",2010-08-25,"23",12.86,12.13,NA,45.85,50.38,45.85,12.4,NA,241.9,NA,20.94,14.84,21.3,"1426",35.56,"-1,250.0","0.0",0.729999999999999,0.359999999999999,-0.219999999999999,1,0,0,1,0,1,0.729999999999999,0,0.532899999999998,0,1,0.359999999999999,0,0,0,0.219999999999999,241.9
"16815",2010-08-25,"24",NA,10.93,NA,44.84,46.6,44.84,18.3,NA,203.1,NA,18.37,13.19,18.68,"1267",31.35,"-769.4","112.7",NA,0.309999999999999,-0.210000000000001,1,0,0,1,0,NA,NA,NA,NA,NA,1,0.309999999999999,0,0,0,0.210000000000001,203.1
"1674",2010-08-25,"3",17.9,16.42,7,2.1,2.1,2.1,NA,NA,152.8,NA,15.91,11.06,16.2,"1079",26.99,"-21.5","-73.7",1.48,0.289999999999999,0.0199999999999996,1,0,1,0,0,1,1.48,0,2.19039999999999,0,1,0.289999999999999,0,1,0.0199999999999996,0,152.8
"2395",2010-08-25,"4",19.51,1.76,13,10.2,10.2,10.2,NA,NA,82.4,NA,16.09,11.11,16.36,"1082",27.18,"-83.7","-80.6",17.75,0.27,-0.0199999999999996,1,0,1,0,0,1,17.75,0,315.0625,0,1,0.27,0,0,0,0.0199999999999996,82.4
"3116",2010-08-25,"5",19.97,18.16,10,5,5,5,NA,NA,18,NA,16.62,11.19,16.89,"1092",27.81,"-78.5","-62.3",1.81,0.27,-3.5527136788005e-15,1,0,1,0,0,1,1.81,0,3.2761,0,1,0.27,0,0,0,3.5527136788005e-15,18
"3837",2010-08-25,"6",20.37,18.54,NA,26,26,26,NA,NA,12.6,NA,18.04,11.87,18.35,"1174",30.09,"-23.0","9.1",1.83,0.310000000000002,0.180000000000003,1,0,0,0,0,1,1.83,0,3.34890000000001,0,1,0.310000000000002,0,1,0.180000000000003,0,12.6
"4558",2010-08-25,"7",20.43,18.79,NA,42.8,42.8,36.53,NA,NA,21.9,NA,21.09,13.76,21.22,"1370",34.92,"-212.9","518.7",1.64,0.129999999999999,0.0700000000000003,1,0,0,0,0,1,1.64,0,2.6896,0,1,0.129999999999999,0,1,0.0700000000000003,0,21.9
"5279",2010-08-25,"8",20.48,19.07,NA,45.8,45.8,41.76,2.1,-8.3,263.8,NA,24.96,16.1,25.3,"1622",41.52,"-700.0","550.0",1.41,0.34,0.460000000000001,1,0,0,1,1,1,1.41,0,1.9881,0,1,0.34,0,1,0.460000000000001,0,263.8
"6000",2010-08-25,"9",20.69,19.39,NA,44.29,50,44.29,13.3,NA,300.7,NA,26.86,17.56,27.31,"1746",44.77,"-700.0","385.4",1.3,0.449999999999999,0.350000000000001,1,0,0,1,0,1,1.3,0,1.69,0,1,0.449999999999999,0,1,0.350000000000001,0,300.7
"233",2010-08-26,"1",10.59,9.47,NA,41.2,41.2,41.2,NA,NA,NA,-203.2,16.75,12.31,17.14,"1145",28.59,"293.0","0.0",1.12,0.390000000000001,-0.470000000000002,0,1,0,0,0,1,1.12,0,1.2544,0,1,0.390000000000001,0,0,0,0.470000000000002,-203.2
"6722",2010-08-26,"10",5.7,4.79,56.03,54.13,73.86,54.13,74.7,NA,NA,-537.4,27.29,18.43,29.29,"1775",47.04,"-704.4","455.1",0.91,2,1.32,0,1,1,1,0,1,0.91,0,0.8281,0,1,2,0,1,1.32,0,-537.4
"7443",2010-08-26,"11",6.18,5.07,NA,56,56,56,NA,NA,NA,-553.8,27.53,18.67,30.06,"1811",48.17,"-659.7","491.6",1.11,2.53,1.97,0,1,0,0,0,1,1.11,0,1.2321,0,1,2.53,0,1,1.97,0,-553.8
"8164",2010-08-26,"12",5.9,5.17,NA,60.02,60.02,46.51,NA,NA,NA,-556.1,27.87,18.63,29.74,"1806",47.8,"-634.3","506.6",0.73,1.87,1.3,0,1,0,0,0,1,0.73,0,0.532900000000001,0,1,1.87,0,1,1.3,0,-556.1
"8885",2010-08-26,"13",5.94,5.13,NA,59.91,59.91,44.4,NA,NA,NA,-513.1,27.34,18.79,28.99,"1800",46.99,"-652.1","532.8",0.81,1.65,0.860000000000007,0,1,0,0,0,1,0.81,0,0.656100000000001,0,1,1.65,0,1,0.860000000000007,0,-513.1
"9606",2010-08-26,"14",5.91,4.98,NA,56,56,43.55,NA,NA,NA,-528.2,27.66,19.01,29.24,"1795",47.19,"-608.8","549.1",0.93,1.58,0.519999999999996,0,1,0,0,0,1,0.93,0,0.864899999999999,0,1,1.58,0,1,0.519999999999996,0,-528.2
"10327",2010-08-26,"15",5.9,4.87,NA,56,56,43.45,NA,NA,NA,-529.7,26.91,19.05,28.67,"1766",46.33,"-577.2","520.8",1.03,1.76,0.369999999999997,0,1,0,0,0,1,1.03,0,1.0609,0,1,1.76,0,1,0.369999999999997,0,-529.7
"11048",2010-08-26,"16",5.82,4.8,57,52.6,52.6,45.46,NA,NA,NA,-512.7,25.57,18.16,28.3,"1710",45.4,"-698.7","497.1",1.02,2.73,1.66999999999999,0,1,1,0,0,1,1.02,0,1.0404,0,1,2.73,0,1,1.66999999999999,0,-512.7
"11769",2010-08-26,"17",5.52,4.31,55.1,49.58,49.58,49.58,NA,NA,NA,-411.4,25.14,17.9,25.96,"1698",42.94,"-702.0","550.0",1.21,0.82,-0.100000000000001,0,1,1,0,0,1,1.21,0,1.4641,0,1,0.82,0,0,0,0.100000000000001,-411.4
"12490",2010-08-26,"18",4.72,3.55,55.11,49.61,49.61,49.61,NA,NA,NA,-538.2,26.01,18.54,26.9,"1770",44.6,"-526.9","550.0",1.17,0.889999999999997,0.0500000000000043,0,1,1,0,0,1,1.17,0,1.3689,0,1,0.889999999999997,0,1,0.0500000000000043,0,-538.2
"13211",2010-08-26,"19",3.75,2.9,56.65,51.2,51.2,51.2,NA,NA,NA,-564,24.84,18.33,26.23,"1729",43.52,"-411.5","550.0",0.85,1.39,0.350000000000001,0,1,1,0,0,1,0.85,0,0.7225,0,1,1.39,0,1,0.350000000000001,0,-564
"954",2010-08-26,"2",10.19,8.53,NA,42.47,42.47,42.47,NA,NA,NA,-112.9,15.82,11.66,16.59,"1082",27.41,"467.0","0.0",1.66,0.77,-0.0700000000000003,0,1,0,0,0,1,1.66,0,2.7556,0,1,0.77,0,0,0,0.0700000000000003,-112.9
"13932",2010-08-26,"20",2.52,2.25,54.39,49.54,53,49.54,13,NA,NA,-501.3,23.34,17.35,24.83,"1637",41.2,"-512.5","550.0",0.27,1.49,0.510000000000005,0,1,1,1,0,1,0.27,0,0.0729,0,1,1.49,0,1,0.510000000000005,0,-501.3
"14653",2010-08-26,"21",1.63,1.72,56,54,55,54,21.5,NA,NA,-449.1,22.39,16.53,24.14,"1600",40.14,"-494.1","367.5",-0.0900000000000001,1.75,1.22,0,1,1,1,0,0,0,0.0900000000000001,0,0.00810000000000002,1,1.75,0,1,1.22,0,-449.1
"15374",2010-08-26,"22",1.69,1.43,55.5,51.7,57,51.7,20.6,NA,NA,-342.7,22.8,16.36,24.08,"1573",39.81,"-475.0","343.6",0.26,1.28,0.650000000000006,0,1,1,1,0,1,0.26,0,0.0676,0,1,1.28,0,1,0.650000000000006,0,-342.7
"16095",2010-08-26,"23",1.94,1.33,53.24,48,53.1,48,10.5,NA,NA,-475.5,20.81,15.07,22.02,"1418",36.2,"-650.0","68.0",0.61,1.21,0.320000000000007,0,1,1,1,0,1,0.61,0,0.3721,0,1,1.21,0,1,0.320000000000007,0,-475.5
"16816",2010-08-26,"24",1.69,1.25,46.59,43.27,50,43.27,124.5,NA,NA,-699.8,18.33,13.62,19.37,"1252",31.89,"-330.8","550.0",0.44,1.04,-0.0599999999999952,0,1,1,1,0,1,0.44,0,0.1936,0,1,1.04,0,0,0,0.0599999999999952,-699.8
"1675",2010-08-26,"3",9.45,7.65,NA,40.9,40.9,40.9,NA,NA,NA,-195.2,15.79,11.38,16.17,"1053",26.7,"481.3","0.0",1.8,0.380000000000003,-0.470000000000002,0,1,0,0,0,1,1.8,0,3.24,0,1,0.380000000000003,0,0,0,0.470000000000002,-195.2
"2396",2010-08-26,"4",7.82,6.77,NA,35.63,35.63,35.63,NA,NA,202.8,NA,15.71,11.28,16.3,"1055",26.85,"530.0","363.0",1.05,0.59,-0.140000000000001,1,0,0,0,0,1,1.05,0,1.1025,0,1,0.59,0,0,0,0.140000000000001,202.8
"3117",2010-08-26,"5",7.1,6.02,NA,35.7,35.7,35.7,NA,NA,194,NA,15.96,11.44,16.56,"1071",27.27,"530.0","441.7",1.08,0.599999999999998,-0.129999999999999,1,0,0,0,0,1,1.08,0,1.1664,0,1,0.599999999999998,0,0,0,0.129999999999999,194
"3838",2010-08-26,"6",6.21,5.47,NA,39.4,39.4,39.4,NA,NA,NA,-326.4,17.31,12.21,17.95,"1140",29.35,"530.0","110.1",0.74,0.640000000000001,-0.169999999999998,0,1,0,0,0,1,0.74,0,0.5476,0,1,0.640000000000001,0,0,0,0.169999999999998,-326.4
"4559",2010-08-26,"7",5.4,4.87,NA,47.7,47.7,47.7,NA,NA,NA,-354.3,20.53,14.07,21.83,"1328",35.11,"-345.9","11.0",0.53,1.3,0.509999999999998,0,1,0,0,0,1,0.53,0,0.2809,0,1,1.3,0,1,0.509999999999998,0,-354.3
"5280",2010-08-26,"8",4.67,4.54,NA,51.1,53,51.1,NA,NA,NA,-442.9,24.7,16.31,26.56,"1589",42.45,"-682.9","340.3",0.13,1.86,1.44,0,1,0,0,0,1,0.13,0,0.0169,0,1,1.86,0,1,1.44,0,-442.9
"6001",2010-08-26,"9",4.78,4.54,53,52.73,58.67,52.73,39.8,NA,NA,-562.5,26.41,17.39,28.65,"1711",45.76,"-645.2","389.8",0.24,2.24,1.96,0,1,1,1,0,1,0.24,0,0.0576000000000001,0,1,2.24,0,1,1.96,0,-562.5
"234",2010-08-27,"1",1.55,0.7,40,43.23,43.23,43.23,NA,NA,NA,-600.5,17.19,12.74,17.6,"1145",29.05,"950.0","550.0",0.85,0.41,-0.879999999999999,0,1,1,0,0,1,0.85,0,0.7225,0,1,0.41,0,0,0,0.879999999999999,-600.5
"6723",2010-08-27,"10",1.08,0.45,64.15,64.47,64.47,44.32,NA,NA,NA,-293.9,28.15,17.92,28.85,"1776",46.61,"-578.7","0.0",0.63,0.700000000000003,0.539999999999999,0,1,1,0,0,1,0.63,0,0.3969,0,1,0.700000000000003,0,1,0.539999999999999,0,-293.9
"7444",2010-08-27,"11",1.14,0.49,66.68,70.01,70.01,44.43,NA,NA,NA,-275.3,28.69,18.41,29.46,"1803",47.49,"-425.1","0.0",0.65,0.77,0.390000000000001,0,1,1,0,0,1,0.65,0,0.4225,0,1,0.77,0,1,0.390000000000001,0,-275.3
"8165",2010-08-27,"12",1,0.5,69.28,76.03,76.03,44.53,NA,-10,NA,-50,28.41,18.34,29.19,"1781",47,"-759.4","0.0",0.5,0.780000000000001,0.25,0,1,1,0,1,1,0.5,0,0.25,0,1,0.780000000000001,0,1,0.25,0,-50
"8886",2010-08-27,"13",1.21,0.54,65.28,67.31,67.31,50,NA,NA,NA,-227.2,27.34,18.13,27.99,"1751",45.5,"-858.5","0.0",0.67,0.649999999999999,0.0300000000000011,0,1,1,0,0,1,0.67,0,0.4489,0,1,0.649999999999999,0,1,0.0300000000000011,0,-227.2
"9607",2010-08-27,"14",1.48,0.65,54.9,59.92,59.92,50,NA,NA,NA,-97.9,26.33,17.7,27.08,"1722",44.3,"-666.2","0.0",0.83,0.75,0.269999999999996,0,1,1,0,0,1,0.83,0,0.6889,0,1,0.75,0,1,0.269999999999996,0,-97.9
"10328",2010-08-27,"15",1.82,0.87,52,55.81,55.81,48,NA,NA,NA,-49.4,25.09,17.37,25.73,"1671",42.44,"-772.1","0.0",0.95,0.640000000000001,-0.0200000000000031,0,1,1,0,0,1,0.95,0,0.9025,0,1,0.640000000000001,0,0,0,0.0200000000000031,-49.4
"11049",2010-08-27,"16",2.05,1.22,NA,51.9,51.9,46,NA,NA,NA,-178.6,23.37,16.73,24.21,"1620",40.41,"-640.1","0.0",0.83,0.84,0.309999999999995,0,1,0,0,0,1,0.83,0,0.6889,0,1,0.84,0,1,0.309999999999995,0,-178.6
"11770",2010-08-27,"17",2.14,1.51,NA,51.82,51.82,44.96,NA,-18.3,NA,-87.5,22.6,16.64,24.12,"1608",40.2,"-739.7","0.0",0.63,1.52,0.960000000000001,0,1,0,0,1,1,0.63,0,0.3969,0,1,1.52,0,1,0.960000000000001,0,-87.5
"12491",2010-08-27,"18",2.52,1.7,NA,52.15,52.15,52.15,NA,NA,NA,-19.2,23.86,17.34,25.13,"1671",41.84,"-744.0","-3.8",0.82,1.27,0.640000000000001,0,1,0,0,0,1,0.82,0,0.6724,0,1,1.27,0,1,0.640000000000001,0,-19.2
"13212",2010-08-27,"19",3.16,1.92,NA,52.4,60,52.4,36,NA,11.6,NA,23.45,17.27,24.46,"1655",41.01,"-907.7","-177.6",1.24,1.01,0.289999999999999,1,0,0,1,0,1,1.24,0,1.5376,0,1,1.01,0,1,0.289999999999999,0,11.6
"955",2010-08-27,"2",1.4,0.62,40.7,43.59,43.59,43.59,NA,NA,NA,-422.9,16.48,12.12,16.78,"1091",27.69,"950.0","550.0",0.78,0.300000000000001,-0.91,0,1,1,0,0,1,0.78,0,0.6084,0,1,0.300000000000001,0,0,0,0.91,-422.9
"13933",2010-08-27,"20",4.29,2.02,44.86,50.51,62,50.51,234.5,NA,NA,-378.2,21.88,16.3,22.78,"1565",38.43,"-957.4","0.0",2.27,0.900000000000002,0.25,0,1,1,1,0,1,2.27,0,5.1529,0,1,0.900000000000002,0,1,0.25,0,-378.2
"14654",2010-08-27,"21",4.59,2,47.5,51.7,62,51.7,167.3,NA,NA,-323.6,20.65,15.54,21.83,"1516",36.99,"-1,098.5","-247.2",2.59,1.18,0.800000000000004,0,1,1,1,0,1,2.59,0,6.7081,0,1,1.18,0,1,0.800000000000004,0,-323.6
"15375",2010-08-27,"22",4.74,2,47.1,51.63,62,51.63,202.4,NA,NA,-455.3,20.85,15.31,22.12,"1490",37.02,"-1,200.0","-550.0",2.74,1.27,0.859999999999999,0,1,1,1,0,1,2.74,0,7.5076,0,1,1.27,0,1,0.859999999999999,0,-455.3
"16096",2010-08-27,"23",4.75,2.12,45.1,50,57.5,50,92.3,NA,NA,-87.9,19.68,14.29,20.28,"1371",33.99,"-1,209.0","-540.8",2.63,0.600000000000001,0.0200000000000031,0,1,1,1,0,1,2.63,0,6.9169,0,1,0.600000000000001,0,1,0.0200000000000031,0,-87.9
